"SampleID","TA","Mass","Sample.Index"
"Junk",2267.01202269948,60.4174,1
"D_3_1_BC",2248.17748740314,60.1132,2
"D_3_2_BC",2240.33792504542,59.9263,3
"D_3_3_BC",2225.84651238401,60.1278,4
"D_3_4_BC",2191.79717652153,60.1697,5
"D_3_4_BC2",2189.76975157349,60.0421,6
"D_3_5_BC",2172.80390567567,59.8935,7
"D_3_5_BC2",2172.19363569135,60.0981,8
"N_3_1_BC",2193.59011690932,59.968,9
"N_3_2_BC",2161.77274157895,60.2169,10
"N_3_3_BC",2164.88603549661,59.8971,11
"N_3_4_BC",2205.78874836272,60.2083,12
"N_3_4_BC2",2207.45805987136,60.0474,13
"D_3_1_AI",2240.35342765413,60.006,14
"D_3_2_AI",2193.43655779777,60.382,15
"D_3_2_AI2",2194.21408283822,60.331,16
"D_3_3_AI",2162.29774408136,60.0144,17
"D_3_4_AI",2125.35394437393,60.1069,18
"D_3_4_AI2",2127.51117496855,60.2415,19
"N_3_1_AI",2218.49416237407,60.0527,20
"N_3_2_AI",2256.21342489504,59.7858,21
"N_3_3_AI",2288.88217220553,60.1734,22
"N_3_4_AI",2308.70131141973,59.9208,23
"N_3_4_AI2",2309.57937815405,60.0309,24
"D_4_1_BC",2197.91101561657,60.3747,25
"D_4_2_BC",2150.1060929642,60.0747,26
"D_4_3_BC",2103.25841779362,59.9412,27
"D_4_4_BC",2058.15291897129,59.9085,28
"D_4_5_BC",2021.45682686703,60.1276,29
"N_4_1_BC",2197.04705427756,59.8681,30
"N_4_2_BC",2154.1141764743,60.2827,31
"N_4_2_BC2",2154.63954440562,60.0412,32
"N_4_3_BC",2193.53821588548,59.8974,33
"N_4_4_BC",2247.49566073013,60.0328,34
"D_4_1_AI",2240.52621850107,60.0988,35
"D_4_2_AI",2232.63688631194,60.0088,36
"D_4_3_AI",2206.36271612355,60.0473,37
"D_4_4_AI",2181.3488563208,59.8469,38
"N_4_1_AI",2232.62687479702,60.0195,39
"N_4_2_AI",2275.57219185677,59.8866,40
"N_4_3_AI",2287.01190467794,60.1855,41
"N_4_4_AI",2361.4363756815,60.2603,42
"N_4_4_AI2",2362.88911204075,59.8418,43
