Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,11/22/2019 9:42:57 AM,OK,Unchecked,0,,25.0,°C,,2.196,mL,,59.989,g,,59.9889,g,,1.0,g/mL
2,junk2,11/22/2019 9:53:13 AM,OK,Unchecked,0,,25.0,°C,,2.196,mL,,60.244,g,,60.2438,g,,1.0,g/mL
3,D_14_1_BC,11/22/2019 10:03:20 AM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,59.888,g,,59.8877,g,,1.0,g/mL
4,D_14_2_BC,11/22/2019 10:13:19 AM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,59.981,g,,59.9813,g,,1.0,g/mL
5,D_14_3_BC,11/22/2019 10:23:22 AM,OK,Unchecked,0,,25.0,°C,,2.160,mL,,60.107,g,,60.1072,g,,1.0,g/mL
6,D_14_4_BC,11/22/2019 10:33:29 AM,OK,Unchecked,0,,25.0,°C,,2.170,mL,,60.005,g,,60.0054,g,,1.0,g/mL
7,D_14_5_BC,11/22/2019 10:43:36 AM,OK,Unchecked,0,,25.0,°C,,2.154,mL,,60.001,g,,60.0013,g,,1.0,g/mL
8,N_14_1_BC,11/22/2019 10:53:39 AM,OK,Unchecked,0,,25.0,°C,,2.052,mL,,59.962,g,,59.9621,g,,1.0,g/mL
9,N_14_2_BC,11/22/2019 11:03:29 AM,OK,Unchecked,0,,25.0,°C,,2.098,mL,,60.252,g,,60.2515,g,,1.0,g/mL
10,N_14_3_BC,11/22/2019 11:13:24 AM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,59.921,g,,59.9211,g,,1.0,g/mL
11,N_14_4_BC,11/22/2019 11:23:21 AM,OK,Unchecked,0,,25.0,°C,,2.129,mL,,59.866,g,,59.8656,g,,1.0,g/mL
12,D_14_1_AI,11/22/2019 11:33:19 AM,OK,Unchecked,0,,25.0,°C,,2.148,mL,,60.211,g,,60.2114,g,,1.0,g/mL
13,D_14_2_AI,11/22/2019 11:43:22 AM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,59.926,g,,59.9264,g,,1.0,g/mL
14,D_14_3_AI,11/22/2019 11:53:21 AM,OK,Unchecked,0,,25.0,°C,,2.157,mL,,59.895,g,,59.8949,g,,1.0,g/mL
15,D_14_4_AI,11/22/2019 12:03:27 PM,OK,Unchecked,0,,25.0,°C,,2.128,mL,,59.814,g,,59.8143,g,,1.0,g/mL
16,N_14_1_AI,11/22/2019 12:13:27 PM,OK,Unchecked,0,,25.0,°C,,2.102,mL,,60.157,g,,60.1572,g,,1.0,g/mL
17,N_14_2_AI,11/22/2019 12:23:24 PM,OK,Unchecked,0,,25.0,°C,,2.120,mL,,59.955,g,,59.9550,g,,1.0,g/mL
18,N_14_3_AI,11/22/2019 12:33:25 PM,OK,Unchecked,0,,25.0,°C,,2.161,mL,,60.034,g,,60.0336,g,,1.0,g/mL
19,N_14_4_AI,11/22/2019 12:43:29 PM,OK,Unchecked,0,,25.0,°C,,2.234,mL,,60.076,g,,60.0755,g,,1.0,g/mL
SystemInternal11/22/2019 2:06:44 PM,,,,,,,,,,,,,,,,,,1/1,,
