SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2251.256653,59.8044,1,2251.256653
junk2,2227.431747,60.3232,2,2226.159656
D_15_1_BC,1994.328664,59.9658,3,1992.052033
D_15_2_BC,2014.342293,59.9209,4,2010.895045
D_15_3_BC,1945.930808,59.9218,5,1941.493109
D_15_4_BC,1907.811981,60.0311,6,1902.376619
D_15_5_BC,1807.326915,59.9382,7,1801.151538
N_15_1_BC,2072.79842,59.9253,8,2064.540259
N_15_2_BC,2072.137481,59.8923,9,2062.707958
N_15_3_BC,2126.547773,59.9144,10,2115.667199
N_15_4_BC,2170.224044,60.0723,11,2157.893226
D_15_1_AI,2127.778982,59.9265,12,2114.487916
D_15_2_AI,2073.511817,60.1655,13,2059.390283
D_15_3_AI,2008.662747,59.8833,14,1993.85128
D_15_4_AI,1934.594627,60.0268,15,1919.240701
N_15_1_AI,2236.365954,59.822,16,2217.360011
N_15_2_AI,2184.834837,59.8149,17,2165.040184
N_15_3_AI,2192.652814,60.0277,18,2171.557682
N_15_4_AI,2194.173475,59.9573,19,2171.834604
SUMP_UV_11_22_2019,2334.501409,59.8057,20,2309.427623
