Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk1,10/2/2023 8:35:44 AM,OK,Unchecked,0,,25.0,°C,,2.511,mL,,60.221,g,,60.2206,g,,1.0,g/mL
2,Junk2,10/2/2023 8:46:39 AM,OK,Unchecked,0,,25.0,°C,,2.499,mL,,59.816,g,,59.8155,g,,1.0,g/mL
3,Junk3,10/2/2023 8:57:27 AM,OK,Unchecked,0,,25.0,°C,,2.498,mL,,59.829,g,,59.8292,g,,1.0,g/mL
4,CRM,10/2/2023 9:08:20 AM,OK,Unchecked,0,,25.0,°C,,2.412,mL,,59.741,g,,59.7411,g,,1.0,g/mL
10/2/2023 9:23:53 AMSystemInternal,,,,,,,,,,,,,,,,,,1/1,,
