"SampleID","TA","Mass","Sample.Index"
"junk",2268.98947650683,59.9913,1
"D_11_1_BC",2042.96641094958,60.0674,2
"D_11_2_BC",2037.06883950317,60.1305,3
"D_11_3_BC",2021.23986906306,60.1362,4
"D_11_4_BC",2009.66862943683,59.9514,5
"D_11_5_BC",2055.56375040845,60.0728,6
"N_11_1_BC",2043.52319140728,59.9915,7
"N_11_2_BC",2027.64758315437,59.9873,8
"N_11_3_BC",2047.62222710407,59.9249,9
"N_11_4_BC",2126.88572940373,59.9295,10
"D_11_1_AI",2209.28954062679,60.1483,11
"D_11_2_AI",2174.87461825822,60.152,12
"D_11_3_AI",2109.30639059042,59.9267,13
"D_11_4_AI",2101.31932096239,60.1742,14
"N_11_1_AI",2182.96676692882,60.0196,15
"N_11_2_AI",2184.06013689079,60.01097,16
"N_11_3_AI",2176.87671277787,60.1677,17
"N_11_4_AI",2214.25054929045,60.1288,18
"D_12_1_BC",2067.98812813618,59.9885,19
"D_12_2_BC",1989.82262593415,60.0583,20
"D_12_3_BC",1902.24913773418,59.8948,21
"D_12_4_BC",1866.01885396156,59.9408,22
"D_12_5_BC",1799.74348242964,60.1621,23
"N_12_1_BC",2051.27548603025,59.8696,24
"N_12_2_BC",2161.39387780093,59.059,25
"N_12_3_BC",2133.65414303864,60.1122,26
"N_12_4_BC",2097.60161020438,59.8698,27
"D_12_1_AI",2147.67675023761,60.1033,28
"D_12_1_AI2",2146.93927445106,59.863,29
"D_12_2_AI",2075.29888198867,59.9906,30
"D_12_3_AI",1987.6910282779,60.0131,31
"D_12_4_AI",1917.78084614502,60.1928,32
"N_12_1_AI",2190.26829341801,60.0406,33
"N_12_2_AI",2190.61788550887,60.0503,34
"N_12_3_AI",2157.66239822327,59.9601,35
"N_12_4_AI",2169.63623308231,59.9022,36
