Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk1,12/15/2022 9:57:16 AM,OK,Unchecked,0,,25.0,°C,,2.510,mL,,59.606,g,,59.6055,g,,1.0,g/mL
2,Junk2,12/15/2022 10:08:11 AM,OK,Unchecked,0,,25.0,°C,,2.453,mL,,59.735,g,,59.7347,g,,1.0,g/mL
3,Junk3,12/15/2022 10:18:51 AM,OK,Unchecked,0,,25.0,°C,,2.474,mL,,60.273,g,,60.2732,g,,1.0,g/mL
4,A2_CH9_L_C37,12/15/2022 10:29:32 AM,OK,Unchecked,0,,25.0,°C,,2.480,mL,,60.483,g,,60.4830,g,,1.0,g/mL
5,A2_CH3_L_C38,12/15/2022 10:40:14 AM,OK,Unchecked,0,,25.0,°C,,2.454,mL,,59.838,g,,59.8378,g,,1.0,g/mL
6,A2_CH8_D_C39,12/15/2022 10:50:53 AM,OK,Unchecked,0,,25.0,°C,,2.488,mL,,59.701,g,,59.7014,g,,1.0,g/mL
7,A2_CH2_L_C35,12/15/2022 11:01:37 AM,OK,Unchecked,0,,25.0,°C,,2.490,mL,,59.954,g,,59.9535,g,,1.0,g/mL
8,A2_CH1_L_C36,12/15/2022 11:12:22 AM,OK,Unchecked,0,,25.0,°C,,2.515,mL,,60.498,g,,60.4981,g,,1.0,g/mL
9,A2_CH7_L_C21,12/15/2022 11:23:09 AM,OK,Unchecked,0,,25.0,°C,,2.488,mL,,59.699,g,,59.6993,g,,1.0,g/mL
10,A2_CH6_L_C40,12/15/2022 11:33:53 AM,OK,Unchecked,0,,25.0,°C,,2.514,mL,,59.982,g,,59.9819,g,,1.0,g/mL
11,A2_CH9_D_C37,12/15/2022 11:44:39 AM,OK,Unchecked,0,,25.0,°C,,2.490,mL,,59.859,g,,59.8593,g,,1.0,g/mL
12,A2_CH5_D_BLANK,12/15/2022 11:55:22 AM,OK,Unchecked,0,,25.0,°C,,2.505,mL,,60.333,g,,60.3329,g,,1.0,g/mL
13,A2_CH7_D_C21,12/15/2022 12:06:11 PM,OK,Unchecked,0,,25.0,°C,,2.498,mL,,59.807,g,,59.8070,g,,1.0,g/mL
14,A2_CH2_D_C35,12/15/2022 12:16:55 PM,OK,Unchecked,0,,25.0,°C,,2.529,mL,,59.538,g,,59.5385,g,,1.0,g/mL
15,A2_TO_2_CH3,12/15/2022 12:27:45 PM,OK,Unchecked,0,,25.0,°C,,2.434,mL,,59.665,g,,59.6652,g,,1.0,g/mL
16,A3_CH5_D_C10,12/15/2022 12:38:23 PM,OK,Unchecked,0,,25.0,°C,,2.460,mL,,59.545,g,,59.5454,g,,1.0,g/mL
17,A3_CH7_D_BLANK,12/15/2022 12:49:03 PM,OK,Unchecked,0,,25.0,°C,,2.494,mL,,60.282,g,,60.2821,g,,1.0,g/mL
18,A3_CH1_D_C7,12/15/2022 12:59:48 PM,OK,Unchecked,0,,25.0,°C,,2.491,mL,,59.986,g,,59.9858,g,,1.0,g/mL
19,A3_CH2_D_C12,12/15/2022 1:10:33 PM,OK,Unchecked,0,,25.0,°C,,2.472,mL,,59.629,g,,59.6290,g,,1.0,g/mL
20,A3_CH8_D_C4,12/15/2022 1:21:15 PM,OK,Unchecked,0,,25.0,°C,,2.459,mL,,60.283,g,,60.2829,g,,1.0,g/mL
21,A3_CH9_D_C11,12/15/2022 1:31:58 PM,OK,Unchecked,0,,25.0,°C,,2.480,mL,,60.135,g,,60.1348,g,,1.0,g/mL
22,A3_L_CH7_BLANK,12/15/2022 1:42:41 PM,OK,Unchecked,0,,25.0,°C,,2.490,mL,,59.764,g,,59.7641,g,,1.0,g/mL
23,A3_CH6_D_C9,12/15/2022 1:53:25 PM,OK,Unchecked,0,,25.0,°C,,2.401,mL,,59.804,g,,59.8040,g,,1.0,g/mL
24,A3_CH210_D_C13,12/15/2022 2:03:58 PM,OK,Unchecked,0,,25.0,°C,,2.510,mL,,60.431,g,,60.4311,g,,1.0,g/mL
25,A3_L_CH1_C7,12/15/2022 2:14:45 PM,OK,Unchecked,0,,25.0,°C,,2.480,mL,,59.598,g,,59.5978,g,,1.0,g/mL
26,A3_L_CH6_C9,12/15/2022 2:25:30 PM,OK,Unchecked,0,,25.0,°C,,2.444,mL,,59.720,g,,59.7200,g,,1.0,g/mL
27,A3_L_CH3_C14,12/15/2022 2:36:10 PM,OK,Unchecked,0,,25.0,°C,,2.494,mL,,60.479,g,,60.4786,g,,1.0,g/mL
28,A3_TO_1_CH1,12/15/2022 2:46:55 PM,OK,Unchecked,0,,25.0,°C,,2.467,mL,,59.722,g,,59.7220,g,,1.0,g/mL
29,A3_TO_3_CH10,12/15/2022 2:57:38 PM,OK,Unchecked,0,,25.0,°C,,2.494,mL,,60.452,g,,60.4516,g,,1.0,g/mL
