"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2416.57584254436,59.6055,1,2416.57584254436
"Junk2",2316.64500083409,59.7347,2,2315.32195971426
"Junk3",2302.6970654316,60.2732,3,2300.06841581353
"A2_CH9_L_C37",2303.35346755296,60.483,4,2299.41161906314
"A2_CH3_L_C38",2306.46805816965,59.8378,5,2301.20815381807
"A2_CH8_D_C39",2359.98302266584,59.7014,6,2353.25942431066
"A2_CH2_L_C35",2355.73913662518,59.9535,7,2347.68991406268
"A2_CH1_L_C36",2359.83192800825,60.4981,8,2350.43020717954
"A2_CH7_L_C21",2361.14577318101,59.6993,9,2350.40108251807
"A2_CH6_L_C40",2381.15660743297,59.9819,10,2368.97331609306
"A2_CH9_D_C37",2369.17853377781,59.8593,11,2355.71729210861
"A2_CH5_D_BLANK",2351.28517747511,60.3329,12,2336.59799010871
"A2_CH7_D_C21",2381.59861909708,59.807,13,2365.37887821787
"A2_CH2_D_C35",2223.6750636071,59.5385,14,2207.27814027931
"A2_TO_2_CH3",2298.88546896552,59.6652,15,2280.64034619595
"A3_CH5_D_C10",2339.97389564031,59.5454,16,2320.08743193798
"A3_CH7_D_BLANK",2359.2206018664,60.2821,17,2337.84600977701
"A3_CH1_D_C7",2352.61382153522,59.9858,18,2329.97973270325
"A3_CH2_D_C12",2359.18811707746,59.629,19,2335.16923353256
"A3_CH8_D_C4",2306.14821057536,60.2829,20,2281.37895336737
"A3_CH9_D_C11",2340.73828631662,60.1348,21,2314.28926613225
"A3_L_CH7_BLANK",2363.88499941928,59.7641,22,2335.85474250917
"A3_CH6_D_C9",2239.19688750394,59.804,23,2211.3964746794
"A3_CH210_D_C13",2369.83869693496,60.4311,24,2339.09628857089
"A3_L_CH1_C7",2352.05213767763,59.5978,25,2320.23181563465
"A3_L_CH6_C9",2299.13367642006,59.72,26,2266.75151196344
"A3_L_CH3_C14",2360.67281943879,60.4786,27,2326.11342005512
"A3_TO_1_CH1",2355.53848130803,59.722,28,2319.74808232361
"A3_TO_3_CH10",2355.67576205438,60.4516,29,2318.57850595904
"A3_L_CH5_C10",2325.3779948733,59.6365,30,2287.47132716598
"A3_L_CH9_C11",2351.0012414602,59.6744,31,2311.37762503109
"A3_TO_2_CH6",2360.29005860539,60.3004,32,2319.20696381776
"A3_L_CH8_C4",2334.30715601335,59.5656,33,2292.38918239246
"A3_L_CH2_C12",2345.70059938408,59.9124,34,2302.28606221096
"A3_CH3_D_C14",2330.59328426928,59.8469,35,2286.17614768567
"A3_L_CH10_C13",2354.46597783377,60.128,36,2308.2999782684
