SampleID,TA,Mass,Sample.Index,TA_evap
Junk1,2337.027839,59.7946,1,2337.027839
Junk2,2314.063099,60.009,2,2312.741532
Junk3,2311.921151,60.0541,3,2309.281972
CRM,2235.728046,60.0988,4,2231.901928
A4_D_CH5_C30,2370.277709,59.6936,5,2364.872287
A4_D_CH6_C29,2377.398451,59.7009,6,2370.625237
A4_D_CH9_C31,2308.474079,60.2524,7,2300.586355
A4_CH9_L_C31,2299.283996,60.2662,8,2290.123502
A4_CH10_L_C33,2305.428369,60.3066,9,2294.937227
A4_CH5_L_C30,2299.592962,60.0244,10,2287.826995
A4_D_CH3_C34,2313.304997,60.4085,11,2300.161219
A4_CH6_L_C29,2313.78925,59.9317,12,2299.336279
A4_D_CH7_BLANK,2367.969728,60.3933,13,2351.842806
A4_D_CH1_C27,2319.66721,59.7218,14,2302.562461
A4_CH8_L_C24,2314.334547,59.7914,15,2295.966812
A4_CH7_L_BLANK,2312.882245,60.4766,16,2293.226021
A4_D_CH8_C24,2445.241596,60.4682,17,2423.087652
A4_D_C10_C33,2337.267255,60.3637,18,2314.780813
A4_CH1_L_C27,2330.291639,59.9977,19,2306.56695
A4_CH2_L_C32,2302.772217,59.7051,20,2278.03922
A4_TO_3_CH9,2320.230146,60.1757,21,2294.012856
A4_TO_2_CH3,2292.860148,59.5751,22,2265.672083
A4_TO_1_CH1,2298.361561,59.974,23,2269.826598
A4_D_CH2_C32,2324.33772,59.7774,24,2294.185567
A4_CH3_L_C34,2306.692568,60.1286,25,2275.485905
A5_TO_3_CH8,2322.748273,59.7448,26,2290.033509
A5_TO_1_CH5,2348.539544,60.2446,27,2314.157771
A5_L_CH7_C6,2271.837187,59.7357,28,2237.318558
A5_L_CH8_C8,2294.704019,59.8741,29,2258.566948
A5_D_CH8_C8,2337.987012,59.6281,30,2299.874801
A6_D_CH5_BLANK,2274.262749,60.4401,31,2235.932478
A6_D_CH6_25,2348.933893,60.3814,32,2308.048463
A5_TO_2_CH7,2329.361975,59.8507,33,2287.532804
A5_D_CH6_C5,2277.244631,60.3177,34,2235.097086
A5_D_CH7_C6,2273.62618,59.8048,35,2230.294739
A5_D_CH5_NBLANK,2275.472098,60.3133,36,2230.854999
A5_L_CH6_C5,2277.491874,60.4402,37,2231.584983
