"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2435.22424747509,59.6702,1,2435.22424747509
"Junk2",2425.31211370656,59.6309,2,2423.92701255653
"Junk3",2367.0323986781,59.6643,3,2364.33030689879
"CRM",2236.8053891996,59.8036,4,2232.97742789464
