Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk,9/1/2019 10:13:46 AM,OK,Unchecked,0,,25.0,°C,,2.660,mL,,60.120,g,,60.1197,g,,1.0,g/mL
2,D_2_1_BC,9/1/2019 10:25:00 AM,OK,Unchecked,0,,25.0,°C,,2.636,mL,,60.078,g,,60.0775,g,,1.0,g/mL
3,D_2_1_BC2,9/1/2019 10:35:59 AM,OK,Unchecked,0,,25.0,°C,,2.624,mL,,59.914,g,,59.9135,g,,1.0,g/mL
4,D_2_2_BC,9/1/2019 10:46:59 AM,OK,Unchecked,0,,25.0,°C,,2.614,mL,,60.200,g,,60.1997,g,,1.0,g/mL
5,D_2_2_BC2,9/1/2019 10:57:55 AM,OK,Unchecked,0,,25.0,°C,,2.608,mL,,59.898,g,,59.8976,g,,1.0,g/mL
6,D_2_3_BC,9/1/2019 11:08:54 AM,OK,Unchecked,0,,25.0,°C,,2.597,mL,,60.200,g,,60.1999,g,,1.0,g/mL
7,D_2_3_BC2,9/1/2019 11:19:50 AM,OK,Unchecked,0,,25.0,°C,,2.585,mL,,59.899,g,,59.8993,g,,1.0,g/mL
8,D_2_4_BC,9/1/2019 11:30:44 AM,OK,Unchecked,0,,25.0,°C,,2.538,mL,,60.130,g,,60.1305,g,,1.0,g/mL
9,D_2_4_BC2,9/1/2019 11:41:32 AM,OK,Unchecked,0,,25.0,°C,,2.531,mL,,59.960,g,,59.9604,g,,1.0,g/mL
10,D_2_5_BC,9/1/2019 11:52:21 AM,OK,Unchecked,0,,25.0,°C,,2.528,mL,,60.065,g,,60.0650,g,,1.0,g/mL
11,D_2_5_BC2,9/1/2019 12:03:10 PM,OK,Unchecked,0,,25.0,°C,,2.524,mL,,59.919,g,,59.9189,g,,1.0,g/mL
12,N_2_1_BC,9/1/2019 12:13:58 PM,OK,Unchecked,0,,25.0,°C,,2.568,mL,,59.972,g,,59.9723,g,,1.0,g/mL
13,N_2_1_BC2,9/1/2019 12:24:52 PM,OK,Unchecked,0,,25.0,°C,,2.554,mL,,59.832,g,,59.8319,g,,1.0,g/mL
14,N_2_2_BC,9/1/2019 12:35:43 PM,OK,Unchecked,0,,25.0,°C,,2.573,mL,,60.351,g,,60.3508,g,,1.0,g/mL
15,N_2_2_BC2,9/1/2019 12:46:36 PM,OK,Unchecked,0,,25.0,°C,,2.556,mL,,59.963,g,,59.9626,g,,1.0,g/mL
16,N_2_3_BC,9/1/2019 12:57:26 PM,OK,Unchecked,0,,25.0,°C,,2.574,mL,,59.939,g,,59.9393,g,,1.0,g/mL
17,N_2_3_BC2,9/1/2019 1:08:20 PM,OK,Unchecked,0,,25.0,°C,,2.568,mL,,59.916,g,,59.9163,g,,1.0,g/mL
18,N_2_4_BC,9/1/2019 1:19:15 PM,OK,Unchecked,0,,25.0,°C,,2.596,mL,,59.904,g,,59.9045,g,,1.0,g/mL
19,N_2_4_BC2,9/1/2019 1:30:08 PM,OK,Unchecked,0,,25.0,°C,,2.592,mL,,59.842,g,,59.8421,g,,1.0,g/mL
20,D_2_1_AI,9/1/2019 1:41:02 PM,OK,Unchecked,0,,25.0,°C,,2.628,mL,,60.370,g,,60.3695,g,,1.0,g/mL
21,D_2_1_AI2,9/1/2019 1:52:01 PM,OK,Unchecked,0,,25.0,°C,,2.614,mL,,60.016,g,,60.0160,g,,1.0,g/mL
22,D_2_2_AI,9/1/2019 2:03:01 PM,OK,Unchecked,0,,25.0,°C,,2.591,mL,,59.928,g,,59.9283,g,,1.0,g/mL
23,D_2_2_AI2,9/1/2019 2:13:55 PM,OK,Unchecked,0,,25.0,°C,,2.591,mL,,60.019,g,,60.0194,g,,1.0,g/mL
24,D_2_3_AI,9/1/2019 2:24:51 PM,OK,Unchecked,0,,25.0,°C,,2.562,mL,,59.957,g,,59.9567,g,,1.0,g/mL
25,D_2_3_AI2,9/1/2019 2:35:40 PM,OK,Unchecked,0,,25.0,°C,,2.558,mL,,59.834,g,,59.8343,g,,1.0,g/mL
26,D_2_4_AI,9/1/2019 2:46:30 PM,OK,Unchecked,0,,25.0,°C,,2.530,mL,,59.977,g,,59.9774,g,,1.0,g/mL
27,D_2_4_AI2,9/1/2019 2:57:17 PM,OK,Unchecked,0,,25.0,°C,,2.532,mL,,59.980,g,,59.9798,g,,1.0,g/mL
28,N_2_1_AI,9/1/2019 3:08:04 PM,OK,Unchecked,0,,25.0,°C,,2.606,mL,,59.970,g,,59.9700,g,,1.0,g/mL
29,N_2_1_AI2,9/1/2019 3:19:02 PM,OK,Unchecked,0,,25.0,°C,,2.613,mL,,60.112,g,,60.1118,g,,1.0,g/mL
30,N_2_2_AI,9/1/2019 3:30:01 PM,OK,Unchecked,0,,25.0,°C,,2.616,mL,,60.054,g,,60.0539,g,,1.0,g/mL
31,N_2_2_AI2,9/1/2019 3:40:59 PM,OK,Unchecked,0,,25.0,°C,,2.613,mL,,59.877,g,,59.8770,g,,1.0,g/mL
32,N_2_3_AI,9/1/2019 3:51:56 PM,OK,Unchecked,0,,25.0,°C,,2.621,mL,,59.930,g,,59.9300,g,,1.0,g/mL
33,N_2_3_AI2,9/1/2019 4:02:54 PM,OK,Unchecked,0,,25.0,°C,,2.617,mL,,59.836,g,,59.8359,g,,1.0,g/mL
34,N_2_4_AI,9/1/2019 4:13:52 PM,OK,Unchecked,0,,25.0,°C,,2.641,mL,,60.024,g,,60.0237,g,,1.0,g/mL
35,N_2_4_AI2,9/1/2019 4:24:51 PM,OK,Unchecked,0,,25.0,°C,,2.629,mL,,59.860,g,,59.8595,g,,1.0,g/mL
9/1/2019 4:42:24 PMSystemInternal,,,,,,,,,,,,,,,,,,1/1,,
