"SampleID","TA","Mass","Sample.Index","TA_evap"
"JUNK1",2312.62293100685,60.4415,1,2312.62293100685
"JUNK2",2322.47903458017,59.9747,2,2321.15266163067
"A7_D_CH2_V3",2291.67065751742,59.2202,3,2289.05459512299
"A8_L_CH2_V23",2336.64738968666,60.1767,4,2332.64856357767
"A8_L_CH3_V39",2390.38450968999,59.9984,5,2384.93323372719
"a8_d_ch3_v39",2326.41466222436,59.7804,6,2319.78670022372
"A8_D_CH8_V24",2273.29656443421,60.1013,7,2265.52903630971
"A8_L_CH8_V24",2353.50788711539,59.8796,8,2344.13136166871
"A8_L_CH1_V33",2335.73814831456,60.3996,9,2325.10907824259
"A8_D_CH9_V25",2343.96358444635,59.9498,10,2331.9705928261
"A8_T0_1_CH5",2344.82097549671,59.81,11,2331.49812904503
"A8_D_CH10_V32",2342.17633340852,60.1079,12,2327.54604398916
"A8_D_CH2_V2",2294.76671302752,59.719,13,2279.13833586728
"A8_TO_2_CH8",2335.86286860799,60.4785,14,2318.63869544185
"A8_TO_3_CH10",2336.7577375443,59.8234,15,2318.21204121459
"A8_L_CH10_V32",2333.54669962638,60.2452,16,2313.71485798649
"A8_L_CH9_V25",2331.94249905052,59.961,17,2310.81504719049
"A8_D_CH7_V36",2317.67651317053,59.6205,18,2295.3785501123
"A8_L_CH7_V36",2331.53962383441,60.1724,19,2307.80222947411
"A8_D_CH6_BLANK",2303.19063752706,60.1583,20,2278.45314622518
"A8_L_CH6_BLANK",2352.72016781866,60.3787,21,2326.13575914274
"A8_D_CH5_V35",2350.24495981873,59.6303,22,2322.37644250863
"A8_L_CH5_V35",2352.79266605037,59.6053,23,2323.58192188947
"A8_D_CH1_V33",2341.00745142782,59.7919,24,2310.63905245273
"A9_D_CH8_V8",2259.34358208806,59.9383,25,2228.77749078586
"A9_D_CH10_V10",2348.60551953574,59.6638,26,2315.52656855636
"A9_D_CH2_V2",2349.26553162437,60.1134,27,2314.87313082356
"A9_TO_3_CH7",2371.23622006559,60.1539,28,2335.20730732401
"A9_L_CH7_V11",2348.98019775866,60.3075,29,2311.98838362073
"A9_L_CH6_V18",2350.18432311796,60.4184,30,2311.87328018911
"A9_D_CH5_V7",2321.25056948214,60.1512,31,2282.12836887289
"A9_L_CH8_V8",2296.20131594632,60.0108,32,2256.23374671873
"A9_L_CH10_V10",2342.33477230005,59.5448,33,2300.27264395347
"A9_D_CH7_V11",2347.51060810979,59.6507,34,2304.06257105559
