"SampleID","TA","Mass","Sample.Index"
"junk1",2360.82527440857,60.3644,1
"junk2",2309.5495274732,60.2597,2
"hc_oo_dusk_0428",2210.9890826822,60.0613,3
"rw5_dusk_0428",2375.97812825602,60.3405,4
"b1_dusk_0428",2216.95590356468,60.3163,5
"P4_dusk_0428",2191.14105325585,60.144,6
"m1_dusk_428",2172.17645366593,60.1892,7
"m4_dusk0428",2182.64447570776,60.0967,8
"m6_dusk_0428",2200.54692477113,60.1344,9
"hc_oo_dusk_0429",2211.75714382836,59.8249,10
"rw6_dusk_0429",2212.75342518619,59.6486,11
"b2dusk0429",2195.07752021126,60.0584,12
"b3dusk0429",2177.44045781226,60.2652,13
"m2dusk0429",2191.47374271522,59.79,14
"m4dusk0429",2172.56576502014,59.695,15
"hcoodawn0501",2227.22328432789,60.4494,16
"p1dawn0501",2191.88479108289,60.4526,17
"m4dawn0501",2227.11527468032,60.4299,18
"hcoodawn0502",2224.00576741048,60.1281,19
"m3dawn0502",2200.46304645728,60.1836,20
"m6dawm0502",2209.43662240828,60.3346,21
"hc00dusk0502",2203.0602206684,59.5244,22
"rw3dusk0502_used",2198.96886870824,59.6281,23
"b2dusk0502",2208.97959690103,59.7907,24
"m2dusk0502",2188.28011806561,60.0611,25
"m4dusk0502",2207.75501143786,60.027,26
"hcoodawn0504",2226.35030715631,59.8104,27
"b2dawn0504",2210.15105456342,60.0399,28
"m3dawn0504",2242.0852748559,59.7755,29
"hcoo0505",2227.34843876551,60.1555,30
"m2dawn0505",2189.41394002797,59.7107,31
"m3dawn0505",2221.11826638067,60.4366,32
