Table of Measured Values,,,,,,
Task,T984,,,,,
2.583,563,235,23.6,0.0125,,
Scope 1/1, Sample 3/6 (--),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-79,23.4,NaN,,
0.0005,1,-79,23.4,0.0005,,
0.0025,2,-79,23.4,0.002,,
0.005,3,-79,23.4,0.0025,,
0.0085,4,-79,23.4,0.003,,
0.015,5,-79,23.4,0.006,,
0.023,6,-78.9,23.4,0.0075,,
0.0305,7,-78.7,23.4,0.0075,,
0.039,8,-78.4,23.4,0.0085,,
0.0475,9,-78.1,23.4,0.0075,,
0.056,10,-77.7,23.4,0.0075,,
0.0645,11,-77.3,23.4,0.0075,,
0.073,12,-76.7,23.4,0.0075,,
0.0805,13,-76.2,23.4,0.0075,,
0.089,14,-75.5,23.4,0.0085,,
0.0975,15,-74.8,23.4,0.0085,,
0.1055,16,-74.1,23.4,0.0075,,
0.114,17,-73.2,23.4,0.0075,,
0.1225,18,-72.3,23.4,0.0075,,
0.13,19,-71.5,23.4,0.0075,,
0.1385,20,-70.5,23.4,0.0085,,
0.147,21,-69.4,23.4,0.0085,,
0.1555,22,-68.3,23.4,0.0075,,
0.164,23,-67.2,23.4,0.0075,,
0.172,24,-66,23.4,0.0075,,
0.18,25,-64.9,23.4,0.008,,
0.188,26,-63.5,23.4,0.008,,
0.1965,27,-62.3,23.4,0.0085,,
0.205,28,-60.9,23.4,0.0075,,
0.2135,29,-59.4,23.4,0.0075,,
0.222,30,-57.9,23.4,0.0075,,
0.2295,31,-56.6,23.4,0.0075,,
0.238,32,-55.1,23.4,0.0085,,
0.2465,33,-53.6,23.4,0.0085,,
0.255,34,-52,23.4,0.0075,,
0.263,35,-50.6,23.4,0.0075,,
0.2715,36,-49.1,23.4,0.0075,,
0.279,37,-47.9,23.4,0.0075,,
0.2875,38,-46.5,23.4,0.0085,,
0.296,39,-45.2,23.4,0.0085,,
0.3045,40,-43.9,23.4,0.0075,,
0.313,41,-42.7,23.4,0.0075,,
0.3215,42,-41.5,23.4,0.0075,,
0.329,43,-40.3,23.4,0.0075,,
0.3375,44,-39.2,23.4,0.0085,,
0.346,45,-38,23.4,0.0085,,
0.3545,46,-36.8,23.4,0.0075,,
0.3625,47,-35.7,23.4,0.0075,,
0.371,48,-34.7,23.4,0.0075,,
0.3795,49,-33.7,23.4,0.0085,,
0.387,50,-32.7,23.4,0.0075,,
0.3955,51,-31.7,23.4,0.0085,,
0.404,52,-30.7,23.4,0.0075,,
0.4125,53,-29.7,23.4,0.0075,,
0.421,54,-28.8,23.4,0.0075,,
0.4285,55,-27.9,23.4,0.0075,,
0.437,56,-27,23.4,0.0085,,
0.445,57,-26,23.4,0.008,,
0.4535,58,-25.1,23.4,0.0075,,
0.462,59,-24.3,23.5,0.0075,,
0.4705,60,-23.4,23.5,0.0075,,
0.478,61,-22.6,23.5,0.0075,,
0.4865,62,-21.7,23.5,0.0085,,
0.495,63,-20.8,23.5,0.0085,,
0.5035,64,-20,23.5,0.0075,,
0.512,65,-19.1,23.5,0.0075,,
0.5205,66,-18.3,23.5,0.0075,,
0.528,67,-17.6,23.5,0.0075,,
0.5365,68,-16.8,23.5,0.0085,,
0.5445,69,-15.9,23.5,0.008,,
0.553,70,-15.1,23.5,0.0075,,
0.5615,71,-14.3,23.5,0.0075,,
0.57,72,-13.4,23.5,0.0075,,
0.5775,73,-12.7,23.5,0.0075,,
0.586,74,-11.9,23.5,0.0085,,
0.5945,75,-11.2,23.5,0.0085,,
0.603,76,-10.4,23.5,0.0075,,
0.6115,77,-9.6,23.5,0.0075,,
0.6195,78,-8.9,23.5,0.0075,,
0.6275,79,-8.2,23.5,0.008,,
0.6355,80,-7.5,23.5,0.008,,
0.644,81,-6.7,23.5,0.0085,,
0.6525,82,-6,23.5,0.0075,,
0.661,83,-5.2,23.5,0.0075,,
0.6695,84,-4.3,23.5,0.0075,,
0.677,85,-3.5,23.5,0.0075,,
0.6855,86,-2.6,23.5,0.0085,,
0.694,87,-1.7,23.5,0.0085,,
0.7025,88,-0.8,23.5,0.0075,,
0.7105,89,0.1,23.5,0.0075,,
0.719,90,0.3,23.5,0.0075,,
0.7275,91,0.7,23.5,0.0085,,
0.735,92,1.5,23.5,0.0075,,
0.7435,93,2.5,23.5,0.0085,,
0.752,94,3.8,23.5,0.0075,,
0.7605,95,4.1,23.5,0.0075,,
0.769,96,4.9,23.5,0.0075,,
0.7765,97,5.5,23.5,0.0075,,
0.785,98,6.1,23.5,0.0085,,
0.7935,99,6.8,23.5,0.0085,,
0.8015,100,7.5,23.5,0.0075,,
0.81,101,8.4,23.5,0.0075,,
0.8185,102,9.3,23.5,0.0075,,
0.826,103,10.2,23.5,0.0075,,
0.8345,104,11.2,23.5,0.0085,,
0.843,105,12.1,23.5,0.0085,,
0.8515,106,13,23.5,0.0075,,
0.86,107,13.9,23.5,0.0075,,
0.8685,108,14.8,23.5,0.0075,,
0.8765,109,15.7,23.5,0.0075,,
0.8845,110,16.5,23.5,0.008,,
0.8925,111,17.4,23.5,0.008,,
0.901,112,18.3,23.5,0.0075,,
0.9095,113,19.2,23.5,0.0075,,
0.918,114,20.1,23.5,0.0075,,
0.9265,115,20.9,23.5,0.0085,,
0.934,116,21.9,23.5,0.0075,,
0.9425,117,22.8,23.5,0.0085,,
0.951,118,23.8,23.5,0.0075,,
0.9595,119,24.8,23.5,0.0075,,
0.9675,120,25.8,23.5,0.0075,,
0.976,121,26.7,23.5,0.0085,,
0.9835,122,27.7,23.5,0.0075,,
0.992,123,28.8,23.5,0.0085,,
1.0005,124,29.8,23.5,0.0075,,
1.009,125,30.9,23.5,0.0075,,
1.0175,126,32,23.5,0.0075,,
1.026,127,33,23.5,0.0085,,
1.0335,128,34.1,23.5,0.0075,,
1.042,129,35.3,23.5,0.0085,,
1.0505,130,36.5,23.5,0.0075,,
1.0585,131,37.7,23.5,0.0075,,
1.067,132,38.9,23.5,0.0075,,
1.0755,133,40,23.5,0.0085,,
1.083,134,41.3,23.5,0.0075,,
1.0915,135,42.6,23.5,0.0085,,
1.1,136,44,23.5,0.0075,,
1.1085,137,45.4,23.5,0.0075,,
1.117,138,46.8,23.5,0.0075,,
1.125,139,48.3,23.5,0.0075,,
1.133,140,49.6,23.5,0.008,,
1.1415,141,51.1,23.5,0.0085,,
1.1495,142,52.7,23.5,0.0075,,
1.158,143,54.4,23.5,0.0075,,
1.1665,144,56,23.5,0.0075,,
1.175,145,57.9,23.5,0.0075,,
1.1825,146,59.5,23.5,0.0075,,
1.191,147,61.4,23.5,0.0085,,
1.1995,148,63.4,23.5,0.0085,,
1.208,149,65.5,23.5,0.0075,,
1.216,150,67.7,23.5,0.0075,,
1.2245,151,70.1,23.5,0.0075,,
1.232,152,72.3,23.5,0.0075,,
1.2405,153,75,23.5,0.0085,,
1.249,154,77.9,23.5,0.0085,,
1.2575,155,81,23.5,0.0075,,
1.266,156,84.4,23.5,0.0075,,
1.2745,157,88.1,23.5,0.0075,,
1.2825,158,91.6,23.5,0.008,,
1.2905,159,95.9,23.5,0.008,,
1.2985,160,100.6,23.5,0.008,,
1.307,161,105.8,23.5,0.0075,,
1.3155,162,111.2,23.5,0.0075,,
1.324,163,116.9,23.5,0.0075,,
1.3325,164,122.9,23.5,0.0075,,
1.34,165,128.5,23.5,0.0075,,
1.3485,166,134.5,23.5,0.0085,,
1.357,167,140.2,23.5,0.0075,,
1.3655,168,145.9,23.5,0.0075,,
1.3735,169,151.4,23.5,0.0075,,
1.382,170,156.4,23.5,0.0075,,
1.3895,171,160.3,23.5,0.0075,,
1.398,172,164.1,23.5,0.0085,,
1.4065,173,167.3,23.5,0.0085,,
1.415,174,170.2,23.5,0.0075,,
1.4235,175,172.5,23.5,0.0075,,
1.432,176,174.9,23.5,0.0075,,
1.4395,177,176.6,23.5,0.0075,,
1.448,178,178.5,23.5,0.0085,,
1.4565,179,180.2,23.5,0.0075,,
1.4645,180,181.8,23.5,0.0075,,
1.473,181,183,23.5,0.0075,,
1.4815,182,184.3,23.5,0.0075,,
1.4895,183,185.1,23.5,0.0075,,
1.4895,423,188.3,23.6,0,,
1.49,424,188.2,23.6,0.0005,,
1.4915,425,188.2,23.6,0.001,,
1.494,426,188.2,23.6,0.002,,
1.498,427,188.4,23.6,0.003,,
1.504,428,188.7,23.6,0.0045,,
1.5125,429,189.3,23.6,0.0065,,
1.52,430,190,23.6,0.006,,
1.5285,431,190.9,23.6,0.007,,
1.537,432,191.7,23.6,0.007,,
1.5455,433,192.7,23.6,0.0065,,
1.5535,434,193.7,23.6,0.006,,
1.562,435,194.4,23.6,0.0065,,
1.5695,436,195.1,23.6,0.006,,
1.578,437,195.9,23.6,0.007,,
1.5865,438,196.7,23.6,0.007,,
1.595,439,197.4,23.6,0.0065,,
1.6035,440,198.1,23.6,0.0065,,
1.612,441,198.9,23.6,0.0065,,
1.6195,442,199.6,23.6,0.006,,
1.628,443,200.2,23.6,0.007,,
1.6365,444,200.9,23.6,0.007,,
1.6445,445,201.5,23.6,0.006,,
1.653,446,202.1,23.6,0.0065,,
1.6615,447,202.8,23.6,0.0065,,
1.669,448,203.4,23.6,0.006,,
1.6775,449,203.8,23.6,0.007,,
1.686,450,204.4,23.6,0.007,,
1.6945,451,204.9,23.6,0.0065,,
1.703,452,205.5,23.6,0.0065,,
1.7115,453,206,23.6,0.0065,,
1.719,454,206.5,23.6,0.006,,
1.7275,455,207,23.6,0.007,,
1.7355,456,207.5,23.6,0.0065,,
1.744,457,208,23.6,0.0065,,
1.7525,458,208.4,23.6,0.0065,,
1.761,459,209,23.6,0.0065,,
1.7685,460,209.4,23.6,0.006,,
1.777,461,209.8,23.6,0.007,,
1.7855,462,210.3,23.6,0.007,,
1.794,463,210.7,23.6,0.0065,,
1.802,464,211.1,23.6,0.006,,
1.8105,465,211.5,23.6,0.0065,,
1.819,466,211.9,23.6,0.007,,
1.8265,467,212.3,23.6,0.006,,
1.835,468,212.8,23.6,0.007,,
1.8435,469,213.2,23.6,0.0065,,
1.852,470,213.5,23.6,0.0065,,
1.8605,471,213.9,23.6,0.0065,,
1.869,472,214.2,23.6,0.007,,
1.8765,473,214.6,23.6,0.006,,
1.885,474,215,23.6,0.007,,
1.8935,475,215.4,23.6,0.0065,,
1.9015,476,215.6,23.6,0.006,,
1.91,477,216.1,23.6,0.0065,,
1.9185,478,216.4,23.6,0.007,,
1.926,479,216.7,23.6,0.006,,
1.9345,480,217.1,23.6,0.007,,
1.943,481,217.4,23.6,0.007,,
1.9515,482,217.7,23.6,0.0065,,
1.96,483,218.1,23.6,0.0065,,
1.968,484,218.5,23.6,0.006,,
1.976,485,218.7,23.6,0.0065,,
1.984,486,219.1,23.6,0.0065,,
1.9925,487,219.3,23.6,0.007,,
2.001,488,219.6,23.6,0.0065,,
2.0095,489,219.9,23.6,0.0065,,
2.018,490,220.2,23.6,0.0065,,
2.0255,491,220.5,23.6,0.006,,
2.034,492,220.8,23.6,0.007,,
2.0425,493,221.1,23.6,0.007,,
2.0505,494,221.4,23.6,0.006,,
2.059,495,221.7,23.6,0.0065,,
2.0675,496,222,23.6,0.0065,,
2.075,497,222.2,23.6,0.006,,
2.0835,498,222.5,23.6,0.007,,
2.092,499,222.8,23.6,0.007,,
2.1005,500,223,23.6,0.0065,,
2.109,501,223.3,23.6,0.0065,,
2.1175,502,223.6,23.6,0.0065,,
2.125,503,223.8,23.6,0.006,,
2.1335,504,224.1,23.6,0.007,,
2.142,505,224.3,23.6,0.007,,
2.15,506,224.6,23.6,0.006,,
2.1585,507,224.8,23.6,0.0065,,
2.167,508,225.1,23.6,0.0065,,
2.1745,509,225.3,23.6,0.006,,
2.183,510,225.6,23.6,0.007,,
2.1915,511,225.8,23.6,0.007,,
2.2,512,226,23.6,0.0065,,
2.2085,513,226.3,23.6,0.0065,,
2.217,514,226.5,23.6,0.0065,,
2.2245,515,226.7,23.6,0.006,,
2.233,516,226.9,23.6,0.007,,
2.241,517,227.2,23.6,0.0065,,
2.2495,518,227.4,23.6,0.0065,,
2.258,519,227.6,23.6,0.0065,,
2.2665,520,227.9,23.6,0.0065,,
2.274,521,228.1,23.6,0.006,,
2.2825,522,228.3,23.6,0.007,,
2.291,523,228.5,23.6,0.007,,
2.2995,524,228.7,23.6,0.0065,,
2.3075,525,228.9,23.6,0.006,,
2.316,526,229.1,23.6,0.0065,,
2.3245,527,229.3,23.6,0.007,,
2.332,528,229.5,23.6,0.006,,
2.3405,529,229.7,23.6,0.007,,
2.349,530,229.9,23.6,0.0065,,
2.3575,531,230.1,23.6,0.0065,,
2.366,532,230.3,23.6,0.0065,,
2.3745,533,230.5,23.6,0.007,,
2.382,534,230.7,23.6,0.006,,
2.3905,535,230.9,23.6,0.007,,
2.3985,536,231.1,23.6,0.006,,
2.407,537,231.3,23.6,0.0065,,
2.4155,538,231.5,23.6,0.0065,,
2.424,539,231.7,23.6,0.0065,,
2.4315,540,231.8,23.6,0.006,,
2.44,541,232,23.6,0.007,,
2.4485,542,232.2,23.6,0.007,,
2.457,543,232.4,23.6,0.0065,,
2.465,544,232.5,23.6,0.006,,
2.4735,545,232.7,23.6,0.0065,,
2.4815,546,232.9,23.6,0.0065,,
2.4895,547,233,23.6,0.0065,,
2.498,548,233.3,23.6,0.007,,
2.5065,549,233.4,23.6,0.0065,,
2.515,550,233.6,23.6,0.0065,,
2.5235,551,233.8,23.6,0.0065,,
2.531,552,233.9,23.6,0.006,,
2.5395,553,234.1,23.6,0.007,,
2.5475,554,234.3,23.6,0.0065,,
2.555,555,234.4,23.6,0.006,,
2.5595,556,234.5,23.6,0.0035,,
2.5625,557,234.7,23.6,0.0025,,
2.5655,558,234.7,23.6,0.0025,,
2.57,559,234.8,23.6,0.0035,,
2.577,560,234.9,23.6,0.006,,
2.5835,561,235,23.6,0.006,,
Scope 1/1, Sample 4/6 (--),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-79.1,23.5,NaN,,
0.001,1,-79.1,23.5,0.001,,
0.0025,2,-79.1,23.5,0.0015,,
0.005,3,-79.1,23.5,0.0025,,
0.0085,4,-79.1,23.5,0.003,,
0.015,5,-79,23.5,0.006,,
0.023,6,-78.9,23.5,0.0075,,
0.0315,7,-78.6,23.5,0.0075,,
0.04,8,-78.3,23.5,0.0075,,
0.0485,9,-78,23.5,0.0085,,
0.056,10,-77.5,23.5,0.007,,
0.0645,11,-76.9,23.5,0.0075,,
0.073,12,-76.3,23.5,0.0075,,
0.081,13,-75.6,23.5,0.0065,,
0.0895,14,-74.9,23.5,0.007,,
0.0975,15,-74.1,23.5,0.008,,
0.1055,16,-73.2,23.5,0.0075,,
0.114,17,-72.2,23.5,0.0075,,
0.1225,18,-71.3,23.5,0.0075,,
0.131,19,-70.1,23.5,0.0075,,
0.1395,20,-69,23.5,0.0075,,
0.147,21,-67.9,23.5,0.007,,
0.1555,22,-66.7,23.5,0.0075,,
0.164,23,-65.3,23.5,0.0075,,
0.1725,24,-64,23.5,0.0075,,
0.1805,25,-62.6,23.5,0.0075,,
0.189,26,-61.1,23.5,0.0075,,
0.1975,27,-59.7,23.5,0.0085,,
0.205,28,-58.3,23.5,0.007,,
0.2135,29,-56.6,23.5,0.0075,,
0.222,30,-55,23.5,0.0075,,
0.2305,31,-53.4,23.5,0.0075,,
0.239,32,-51.8,23.5,0.0075,,
0.2475,33,-50.3,23.5,0.0085,,
0.255,34,-48.8,23.5,0.007,,
0.2635,35,-47.3,23.5,0.0075,,
0.2715,36,-45.7,23.5,0.0075,,
0.28,37,-44.3,23.5,0.0075,,
0.2885,38,-42.9,23.5,0.0075,,
0.297,39,-41.6,23.5,0.0075,,
0.3045,40,-40.4,23.5,0.007,,
0.313,41,-39.1,23.5,0.0075,,
0.3215,42,-37.9,23.5,0.0075,,
0.33,43,-36.6,23.5,0.0075,,
0.338,44,-35.4,23.5,0.0075,,
0.3465,45,-34.4,23.5,0.0075,,
0.354,46,-33.4,23.5,0.007,,
0.3625,47,-32.3,23.5,0.0075,,
0.371,48,-31.2,23.5,0.0075,,
0.3795,49,-30.2,23.5,0.0075,,
0.388,50,-29.2,23.5,0.0075,,
0.3965,51,-28.1,23.5,0.0075,,
0.404,52,-27.3,23.5,0.007,,
0.4125,53,-26.3,23.5,0.0075,,
0.421,54,-25.3,23.5,0.0075,,
0.429,55,-24.4,23.5,0.0075,,
0.4375,56,-23.5,23.5,0.0075,,
0.446,57,-22.5,23.5,0.0075,,
0.4535,58,-21.7,23.5,0.007,,
0.462,59,-20.9,23.5,0.0075,,
0.4705,60,-20,23.5,0.0075,,
0.479,61,-19.1,23.6,0.0075,,
0.4875,62,-18.2,23.5,0.0075,,
0.4955,63,-17.4,23.5,0.0075,,
0.504,64,-16.7,23.5,0.0085,,
0.512,65,-15.8,23.6,0.0075,,
0.52,66,-14.9,23.6,0.0075,,
0.5285,67,-14.2,23.6,0.0075,,
0.537,68,-13.3,23.6,0.0075,,
0.5455,69,-12.5,23.6,0.0075,,
0.553,70,-11.8,23.6,0.0075,,
0.5615,71,-11.1,23.6,0.0075,,
0.57,72,-10.3,23.6,0.0075,,
0.5785,73,-9.5,23.6,0.0075,,
0.5865,74,-8.8,23.6,0.0075,,
0.595,75,-8,23.6,0.0075,,
0.6035,76,-7.4,23.6,0.0085,,
0.611,77,-6.6,23.6,0.007,,
0.6195,78,-5.9,23.6,0.0075,,
0.628,79,-5.1,23.6,0.0075,,
0.6365,80,-4.2,23.6,0.0075,,
0.645,81,-3.4,23.6,0.0075,,
0.6535,82,-2.7,23.6,0.0085,,
0.661,83,-1.8,23.6,0.007,,
0.6695,84,-0.9,23.6,0.0075,,
0.678,85,-0.1,23.6,0.0075,,
0.686,86,0.2,23.6,0.0075,,
0.6945,87,0.7,23.6,0.0075,,
0.703,88,1.4,23.6,0.0085,,
0.7105,89,2.1,23.6,0.007,,
0.719,90,3.5,23.6,0.0075,,
0.7275,91,3.8,23.6,0.0075,,
0.736,92,4.6,23.6,0.0075,,
0.7445,93,5.3,23.6,0.0075,,
0.7525,94,5.9,23.6,0.008,,
0.7605,95,6.5,23.6,0.0075,,
0.769,96,7.1,23.6,0.0075,,
0.777,97,7.9,23.6,0.0075,,
0.7855,98,8.8,23.6,0.0075,,
0.794,99,9.6,23.6,0.0075,,
0.8025,100,10.6,23.6,0.0075,,
0.81,101,11.4,23.6,0.007,,
0.8185,102,12.3,23.6,0.0075,,
0.827,103,13.1,23.6,0.0075,,
0.8355,104,14,23.6,0.0075,,
0.8435,105,14.8,23.6,0.0075,,
0.852,106,15.6,23.6,0.0085,,
0.86,107,16.4,23.6,0.0075,,
0.868,108,17.3,23.6,0.0075,,
0.8765,109,18.1,23.6,0.0075,,
0.885,110,19,23.6,0.0075,,
0.8935,111,19.9,23.6,0.0075,,
0.902,112,20.7,23.6,0.0085,,
0.9095,113,21.5,23.6,0.007,,
0.918,114,22.5,23.6,0.0075,,
0.9265,115,23.4,23.6,0.0075,,
0.9345,116,24.3,23.6,0.0075,,
0.943,117,25.2,23.6,0.0075,,
0.9515,118,26.2,23.6,0.0075,,
0.959,119,27,23.6,0.007,,
0.9675,120,27.9,23.6,0.0075,,
0.976,121,29,23.6,0.0075,,
0.9845,122,30,23.6,0.0075,,
0.993,123,31,23.6,0.0075,,
1.0015,124,32,23.6,0.0075,,
1.009,125,33,23.6,0.007,,
1.0175,126,34.1,23.6,0.0075,,
1.0255,127,35.2,23.6,0.0075,,
1.034,128,36.3,23.6,0.0075,,
1.0425,129,37.4,23.6,0.0075,,
1.051,130,38.5,23.6,0.0075,,
1.0585,131,39.6,23.6,0.007,,
1.067,132,40.8,23.6,0.0075,,
1.0755,133,42,23.6,0.0075,,
1.084,134,43.2,23.6,0.0075,,
1.0925,135,44.5,23.6,0.0075,,
1.1005,136,45.8,23.6,0.0075,,
1.1085,137,47,23.6,0.0075,,
1.1165,138,48.4,23.6,0.0075,,
1.125,139,49.9,23.6,0.0075,,
1.1335,140,51.3,23.6,0.0075,,
1.142,141,52.8,23.6,0.0075,,
1.1505,142,54.4,23.6,0.0075,,
1.158,143,55.8,23.6,0.007,,
1.1665,144,57.4,23.6,0.0075,,
1.175,145,59.2,23.6,0.0075,,
1.1835,146,61,23.6,0.0075,,
1.1915,147,62.9,23.6,0.0075,,
1.2,148,64.8,23.6,0.0075,,
1.2075,149,66.7,23.6,0.007,,
1.216,150,68.8,23.6,0.0075,,
1.2245,151,71.2,23.6,0.0075,,
1.233,152,73.7,23.6,0.0075,,
1.2415,153,76.2,23.6,0.0075,,
1.25,154,78.9,23.6,0.0075,,
1.2575,155,81.5,23.6,0.007,,
1.266,156,84.7,23.6,0.0075,,
1.2745,157,88.1,23.6,0.0075,,
1.2825,158,91.8,23.6,0.0075,,
1.291,159,95.9,23.6,0.0075,,
1.2995,160,100.2,23.6,0.0075,,
1.307,161,104.4,23.6,0.007,,
1.3155,162,109.6,23.6,0.0075,,
1.324,163,115.2,23.6,0.0075,,
1.3325,164,120.9,23.6,0.0075,,
1.341,165,126.7,23.6,0.0075,,
1.349,166,132.5,23.6,0.0075,,
1.3575,167,138.6,23.6,0.0075,,
1.365,168,143.5,23.6,0.007,,
1.3735,169,148.9,23.6,0.0075,,
1.382,170,153.9,23.6,0.0075,,
1.3905,171,158.1,23.6,0.0075,,
1.399,172,162.2,23.6,0.0075,,
1.4075,173,165.4,23.6,0.0075,,
1.415,174,168.1,23.6,0.007,,
1.4235,175,170.6,23.6,0.0075,,
1.432,176,173,23.6,0.0075,,
1.44,177,175,23.6,0.0075,,
1.4485,178,176.7,23.6,0.0075,,
1.457,179,178.4,23.6,0.007,,
1.4645,180,179.9,23.6,0.007,,
1.473,181,181.3,23.6,0.0075,,
1.4815,182,182.7,23.6,0.0075,,
1.49,183,184,23.6,0.0075,,
1.4985,184,185,23.6,0.0075,,
1.4985,424,187.6,23.7,0,,
1.499,425,187.6,23.7,0.0005,,
1.5005,426,187.6,23.7,0.001,,
1.503,427,187.6,23.7,0.002,,
1.507,428,187.8,23.7,0.003,,
1.5135,429,188.1,23.7,0.005,,
1.522,430,188.8,23.7,0.0065,,
1.5295,431,189.7,23.7,0.006,,
1.538,432,190.6,23.7,0.007,,
1.5465,433,191.6,23.7,0.007,,
1.555,434,192.4,23.7,0.0065,,
1.563,435,193.2,23.7,0.006,,
1.5715,436,194.1,23.7,0.0065,,
1.579,437,194.9,23.7,0.006,,
1.5875,438,195.6,23.7,0.007,,
1.596,439,196.5,23.7,0.007,,
1.6045,440,197.3,23.7,0.0065,,
1.613,441,197.9,23.7,0.0065,,
1.6215,442,198.7,23.7,0.0065,,
1.6295,443,199.3,23.7,0.006,,
1.6375,444,199.9,23.7,0.0065,,
1.6455,445,200.5,23.7,0.0065,,
1.654,446,201.2,23.7,0.0065,,
1.6625,447,201.8,23.7,0.0065,,
1.671,448,202.4,23.7,0.0065,,
1.6795,449,203,23.7,0.007,,
1.687,450,203.5,23.7,0.006,,
1.6955,451,204.1,23.7,0.007,,
1.704,452,204.7,23.7,0.0065,,
1.7125,453,205.2,23.7,0.0065,,
1.7205,454,205.8,23.7,0.006,,
1.7285,455,206.3,23.7,0.0065,,
1.737,456,206.7,23.7,0.007,,
1.745,457,207.2,23.7,0.0065,,
1.7535,458,207.7,23.7,0.0065,,
1.762,459,208.2,23.7,0.0065,,
1.7705,460,208.7,23.7,0.0065,,
1.778,461,209.1,23.7,0.006,,
1.7865,462,209.5,23.7,0.007,,
1.795,463,210,23.7,0.007,,
1.8035,464,210.5,23.7,0.0065,,
1.812,465,210.8,23.7,0.0065,,
1.82,466,211.3,23.7,0.006,,
1.828,467,211.7,23.7,0.0065,,
1.836,468,212,23.7,0.0065,,
1.8445,469,212.5,23.7,0.007,,
1.853,470,212.9,23.7,0.0065,,
1.8615,471,213.2,23.7,0.0065,,
1.87,472,213.7,23.7,0.0065,,
1.8775,473,214,23.7,0.006,,
1.886,474,214.3,23.7,0.007,,
1.8945,475,214.8,23.7,0.007,,
1.903,476,215.1,23.7,0.0065,,
1.911,477,215.5,23.7,0.006,,
1.9195,478,215.9,23.7,0.0065,,
1.927,479,216.2,23.7,0.006,,
1.9355,480,216.5,23.7,0.007,,
1.944,481,216.9,23.7,0.007,,
1.9525,482,217.3,23.7,0.0065,,
1.961,483,217.5,23.7,0.0065,,
1.9695,484,217.9,23.7,0.0065,,
1.977,485,218.2,23.7,0.006,,
1.9855,486,218.4,23.7,0.007,,
1.994,487,218.9,23.7,0.007,,
2.002,488,219.1,23.7,0.006,,
2.0105,489,219.4,23.7,0.0065,,
2.019,490,219.8,23.7,0.0065,,
2.0265,491,220.1,23.7,0.006,,
2.035,492,220.3,23.7,0.007,,
2.0435,493,220.6,23.7,0.007,,
2.052,494,220.9,23.7,0.0065,,
2.0605,495,221.2,23.7,0.0065,,
2.0685,496,221.4,23.7,0.006,,
2.077,497,221.7,23.7,0.0065,,
2.0845,498,222,23.7,0.006,,
2.093,499,222.2,23.7,0.007,,
2.1015,500,222.5,23.7,0.007,,
2.11,501,222.8,23.7,0.0065,,
2.1185,502,223,23.7,0.0065,,
2.127,503,223.4,23.7,0.0065,,
2.1345,504,223.6,23.7,0.006,,
2.143,505,223.8,23.7,0.007,,
2.1515,506,224.1,23.7,0.007,,
2.1595,507,224.4,23.7,0.006,,
2.168,508,224.6,23.7,0.0065,,
2.1765,509,224.8,23.7,0.0065,,
2.184,510,225.1,23.7,0.006,,
2.1925,511,225.3,23.7,0.007,,
2.201,512,225.6,23.7,0.007,,
2.2095,513,225.8,23.7,0.0065,,
2.218,514,226,23.7,0.0065,,
2.226,515,226.3,23.7,0.006,,
2.2345,516,226.5,23.7,0.007,,
2.242,517,226.7,23.7,0.006,,
2.2505,518,226.9,23.7,0.007,,
2.259,519,227.2,23.7,0.0065,,
2.2675,520,227.4,23.7,0.0065,,
2.276,521,227.6,23.7,0.0065,,
2.2835,522,227.8,23.7,0.006,,
2.292,523,228,23.7,0.007,,
2.3005,524,228.3,23.7,0.007,,
2.309,525,228.4,23.7,0.0065,,
2.3175,526,228.6,23.7,0.0065,,
2.3255,527,228.9,23.7,0.006,,
2.3335,528,229.1,23.7,0.0065,,
2.3415,529,229.2,23.7,0.0065,,
2.35,530,229.5,23.7,0.007,,
2.3585,531,229.7,23.7,0.0065,,
2.367,532,229.9,23.7,0.0065,,
2.3755,533,230.1,23.7,0.0065,,
2.383,534,230.3,23.7,0.006,,
2.3915,535,230.4,23.7,0.007,,
2.4,536,230.7,23.7,0.007,,
2.4085,537,230.9,23.7,0.0065,,
2.4165,538,231,23.7,0.006,,
2.425,539,231.3,23.7,0.0065,,
2.4335,540,231.5,23.7,0.007,,
2.441,541,231.6,23.7,0.006,,
2.4495,542,231.9,23.7,0.007,,
2.458,543,232,23.7,0.0065,,
2.4665,544,232.2,23.7,0.0065,,
2.475,545,232.4,23.7,0.0065,,
2.483,546,232.6,23.7,0.0065,,
2.491,547,232.7,23.7,0.0065,,
2.499,548,232.9,23.7,0.0065,,
2.5075,549,233.1,23.7,0.0065,,
2.516,550,233.2,23.7,0.0065,,
2.5245,551,233.4,23.7,0.0065,,
2.533,552,233.6,23.7,0.0065,,
2.5405,553,233.7,23.7,0.006,,
2.549,554,233.9,23.7,0.007,,
2.5575,555,234.1,23.7,0.007,,
2.566,556,234.2,23.7,0.0065,,
2.573,557,234.4,23.7,0.0055,,
2.576,558,234.5,23.7,0.0025,,
2.5775,559,234.5,23.7,0.001,,
2.5805,560,234.6,23.7,0.0025,,
2.5845,561,234.7,23.7,0.003,,
2.59,562,234.8,23.7,0.004,,
2.5965,563,234.9,23.7,0.005,,
2.6005,564,235,23.7,0.0045,,
