SampleID,TA,Mass,Sample.Index
junk,2275.819869,60.1786,1
D_5_1_BC,2144.885136,60.333,2
D_5_2_BC,2138.505771,60.01,3
D_5_3_BC,2103.347815,60.0607,4
D_5_4_BC,2070.19754,60.0069,5
D_5_5_BC,2009.436159,60.0361,6
N_5_1_BC,2294.022729,59.9067,7
N_5_2_BC,2364.658122,60.16,8
N_5_3_BC,2476.574599,60.0345,9
N_5_4_BC,2595.079536,59.924,10
D_5_1_AI,2232.391836,59.99,11
D_5_2_AI,2265.574837,59.9295,12
D_5_3_AI,2291.686608,60.0796,13
D_5_3_AI2,2294.037653,60.1331,14
D_5_4_AI,2302.645555,60.0704,15
N_5_1_AI,2292.644071,60.0854,16
N_5_2_AI,2493.962869,60.1009,17
N_5_3_AI,2535.531657,59.9806,18
N_5_4_AI,2693.735575,59.9089,19
D_6_1_BC,2118.15938,60.0625,20
D_6_2_BC,2056.073602,60.2319,21
D_6_3_BC,1981.209909,59.9883,22
D_6_4_BC,1935.39909,60.2719,23
D_6_5_BC,1939.047416,60.1492,24
N_6_1_BC,2282.920596,59.9464,25
N_6_2_BC,2308.240054,60.0682,26
N_6_3_BC,2417.966646,59.9949,27
N_6_4_BC,2457.133305,60.2939,28
D_6_1_AI,2185.632867,60.0088,29
D_6_2_AI,2148.567787,60.3968,30
D_6_3_AI,2038.229501,60.0014,31
D_6_4_AI,1936.951687,60.252,32
N_6_1_AI,2340.232826,60.09,33
N_6_2_AI,2392.539525,59.9054,34
N_6_3_AI,2445.071064,60.0447,35
N_6_3_AI2,2426.510553,60.202,36
N_6_4_AI,2509.405882,59.9318,37
