"SampleID","TA","Mass","Sample.Index"
"Junk1",2223.98273101062,60.4095,1
"Junk2",2258.36764048061,60.248,2
"Junk3",2265.16904354708,59.6574,3
"CRM",2201.16054938719,60.3977,4
