"SampleID","TA","Mass","Sample.Index"
"Junk1",2283.43080106017,60.1626,1
"Junk2",2258.79827256612,60.0399,2
"Junk3",2266.19002561254,60.1321,3
"T1",2225.04917946137,60.3785,4
"B1",2225.28963764278,60.2534,5
"B2",2141.58233173043,60.052,6
"T3",2215.79262422265,60.2786,7
"B3",2206.94888812099,60.3468,8
"T4",2242.95042056307,60.1595,9
"B4",2215.55569084198,60.0264,10
"T5",2196.71281062618,60.0284,11
"T6",2240.24017331681,59.9787,12
"T7",2154.45115063375,60.2924,13
"B7",2224.26991672535,60.3574,14
"T8",2156.40287263185,60.4926,15
"B8",2161.63335257898,60.4183,16
"T9",2198.44888565168,60.0626,17
"B9",2185.59020585478,60.2545,18
"T10",2245.43939630093,60.2805,19
"B10",2198.14507923375,60.3422,20
"T11",2249.61868358774,60.1918,21
"B11",2246.84620088554,60.3991,22
"T12",2253.17210693992,60.3042,23
"B12",2242.22458252477,60.0798,24
"T13",2245.50694643939,60.493,25
"B13",2246.70964850218,60.2874,26
"T14",2236.65122928389,60.5169,27
"B14",2209.69488382119,60.0804,28
"T15",2156.55768571622,60.2897,29
"B15",2166.51104259646,60.1355,30
"T16",2176.35054066957,60.0077,31
"B16",2171.70451502894,60.0512,32
"T17",2200.63269127497,60.1526,33
"B17",2204.63802982567,60.1215,34
"T18",2191.11567021261,60.2265,35
"B18",2193.29278397093,60.0091,36
"T19",2213.90210468116,60.1476,37
"B19",2215.53561012349,60.0547,38
"T20",2199.192064628,60.0814,39
"B20",2202.77000419354,60.0087,40
