"SampleID","TA","Mass","Sample.Index","TA_evap"
"V20_LD_20210806",2415.14826795658,60.0302,1,2415.14826795658
"V07_LD_20210806",2367.12618954237,60.0563,2,2365.77431850323
"V14_LD_20210806",2392.54817411663,59.9253,3,2389.81695473979
"V11_LD_20210806",2374.35210146543,59.9379,4,2370.28874932373
"V04_LD_20210806",2364.95304863842,60.5669,5,2359.55976916604
"V17_LD_20210806",2392.00978878464,60.5393,6,2385.19494608155
"V16_LD_20210806",2364.51155296396,60.3391,7,2356.43235631374
"V12_LD_20210806",2380.57915165606,60.4488,8,2371.09477256579
"V18_LD_20210806",2368.48633048027,60.3292,9,2357.70823568855
"C12_LD_20210809",2370.6410725212,59.5594,10,2358.51158437299
"C13_LD_20210809",2320.83073731301,59.863,11,2307.64419903282
"C02_LD_20210809",2336.29052842189,60.4637,12,2321.69700439427
"C01_LD_20210809",2346.09091378135,59.8246,13,2330.11299609385
"C03_LD_20210809",2352.79324437656,60.1801,14,2335.44423009585
"C09_LD_20210809",2365.65553255161,60.0459,15,2346.88048864247
"C17_LD_20210809",2367.33949623743,60.5051,16,2347.2204636915
"C07_LD_2021",2376.5539385084,60.1073,17,2355.02230599644
"C08_LD_20210809",2358.01141110487,60.1953,18,2335.32539300143
"C07_LD_20210810",2313.81185169749,60.4546,19,2290.2549437051
"C06_LD_2021",2364.77050945742,60.2179,20,2339.3716176091
"C10_LD_20210809",2338.64510929675,59.7643,21,2312.21974083012
"C16_LD_20210809",2344.26495722034,60.0355,22,2316.46734903196
"C20_LD_20210809",2375.27598382854,60.6468,23,2345.7861014108
"V08_LD_20210806",2356.44768881973,60.1965,24,2325.87899347689
"C19_LD_20210809",2372.66994721049,60.1713,25,2340.57069200584
"C11_LD_20210809",2360.09719870079,60.0879,26,2326.85639308528
"C14_LD_20210810",2340.85153968281,59.7475,27,2306.58231669196
"C05_LD_20210809",2332.70600757651,60.2822,28,2297.26252856437
"C18_LD_20210809",2341.54985024927,59.6038,29,2304.67504945794
"C15_LD_20210810",2330.99587119681,60.3585,30,2292.99762484228
"CRM",2243.48064653631,60.3252,31,2205.66917496547
