"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2336.26832144745,60.1937,1,2336.26832144745
"Junk2",2310.24463885616,60.3365,2,2308.9252529973
"Junk3",2313.17706000026,59.8672,3,2310.53644691807
"CRM",2238.56676839115,59.5153,4,2234.73579274645
