"SampleID","TA","Mass","Sample.Index"
"junk1",2259.75518939928,59.8697,1
"junk2",2278.56012225332,59.9844,2
"junk3",2273.66349584054,60.0062,3
"CRM",2184.25952148239,59.9358,4
