"SampleID","TA","Mass","Sample.Index"
"junk1",2271.46426692139,60.4548,1
"junk2",2232.17899073533,59.7177,2
"P4_Dusk_10-24",2199.04329238782,59.6118,3
"HC_OO_Dusk_A_10-25",2197.48711353059,60.1565,4
"HC_OO_Dusk_B_10-25",2198.6779175158,60.4211,5
"HC_OO_Dusk_C_10-25",2198.30793364594,60.4831,6
"OO_Dusk_10-25",2205.62950466088,60.309,7
"M1_Dusk_10-25",2134.53471966488,60.3642,8
"M4_Dusk_10-25",2214.97814688031,59.9431,9
"M6_Dusk_10-25",2211.90556748823,60.4903,10
"HC_OO_Dusk_A_10-26",2202.83625587996,59.7453,11
"HC_OO_Dusk_B_10-26",2200.28071112281,60.222,12
"HC_OO_Dusk_C_10-26",2199.62768904969,59.683,13
"M2_Dusk_10-26",2188.97725263985,59.9508,14
"M6_Dusk_10-26",2166.18858345339,59.8601,15
"B6_Dusk_10-26",2204.66530420292,60.0637,16
"P2_Dusk_10-26",2188.55912182299,59.7376,17
"P4_Dusk_10-26",2179.54705469159,60.0802,18
"HC_OO_Dusk_A_10-27",2196.57892254077,59.6126,19
"HC_OO_Dusk_B_10-27",2192.21933034177,59.6951,20
"HC_OO_C_Dusk_C_10-27",2201.75436453404,60.307,21
"SAS_OO_Dusk_10-27",2185.51986523949,59.9587,22
"M3_Dusk_10-27",2184.51293788802,60.2367,23
"P3_Dusk_10-27",2163.14158756901,59.6593,24
"B6_Dusk_10-27",2184.13622568976,60.4701,25
"HC_OO_Dawn_A_10-29",2213.37021914708,60.1831,26
"HC_OO_Dawn_B_10-29",2220.37257600157,59.9045,27
"HC_OO_Dawn_C_10-29",2212.62714859986,60.0125,28
"OO_Dawn_10-29",2219.99202935365,59.7566,29
"RW2_Dawn_10-29",2184.95238656057,59.7647,30
"RW6_Dawn_10-29",2230.35247375883,59.9412,31
"M2_Dawn_10-29",2226.11547847499,60.4907,32
