Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,5/25/2024 1:01:31 PM,OK,Unchecked,0,,25.0,°C,,2.254,mL,,60.354,g,,60.3545,g,,1.0,g/mL
2,junk2,5/25/2024 1:12:00 PM,OK,Unchecked,0,,25.0,°C,,2.190,mL,,59.538,g,,59.5377,g,,1.0,g/mL
3,m1dusk411,5/25/2024 1:22:14 PM,OK,Unchecked,0,,25.0,°C,,2.129,mL,,60.202,g,,60.2018,g,,1.0,g/mL
4,m4dusk411,5/25/2024 1:32:17 PM,OK,Unchecked,0,,25.0,°C,,2.128,mL,,60.204,g,,60.2041,g,,1.0,g/mL
5,hcoo410,5/25/2024 1:42:17 PM,OK,Unchecked,0,,25.0,°C,,2.139,mL,,60.222,g,,60.2224,g,,1.0,g/mL
6,rw2dusk410,5/25/2024 1:52:23 PM,OK,Unchecked,0,,25.0,°C,,2.145,mL,,60.486,g,,60.4860,g,,1.0,g/mL
7,b6dusk410,5/25/2024 2:02:26 PM,OK,Unchecked,0,,25.0,°C,,2.104,mL,,59.904,g,,59.9041,g,,1.0,g/mL
8,p1dusk410,5/25/2024 2:12:25 PM,OK,Unchecked,0,,25.0,°C,,2.096,mL,,60.209,g,,60.2087,g,,1.0,g/mL
9,p4dusk410,5/25/2024 2:22:26 PM,OK,Unchecked,0,,25.0,°C,,2.108,mL,,59.702,g,,59.7024,g,,1.0,g/mL
10,m2dusk410,5/25/2024 2:32:26 PM,OK,Unchecked,0,,25.0,°C,,2.094,mL,,59.564,g,,59.5635,g,,1.0,g/mL
11,m6dusk410,5/25/2024 2:42:31 PM,OK,Unchecked,0,,25.0,°C,,2.100,mL,,59.724,g,,59.7239,g,,1.0,g/mL
12,hcoo409,5/25/2024 2:52:28 PM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,60.126,g,,60.1259,g,,1.0,g/mL
13,rwdusk409,5/25/2024 3:02:27 PM,OK,Unchecked,0,,25.0,°C,,2.102,mL,,59.982,g,,59.9818,g,,1.0,g/mL
14,b2dusk409,5/25/2024 3:12:25 PM,OK,Unchecked,0,,25.0,°C,,2.086,mL,,59.594,g,,59.5941,g,,1.0,g/mL
15,b4dusk409,5/25/2024 3:22:23 PM,OK,Unchecked,0,,25.0,°C,,2.096,mL,,59.869,g,,59.8691,g,,1.0,g/mL
16,b6dusk409,5/25/2024 3:32:21 PM,OK,Unchecked,0,,25.0,°C,,2.078,mL,,59.797,g,,59.7966,g,,1.0,g/mL
17,p6dusk409,5/25/2024 3:42:18 PM,OK,Unchecked,0,,25.0,°C,,2.080,mL,,60.094,g,,60.0935,g,,1.0,g/mL
18,m3dusk409,5/25/2024 3:52:13 PM,OK,Unchecked,0,,25.0,°C,,2.110,mL,,60.450,g,,60.4497,g,,1.0,g/mL
19,m6dusk409,5/25/2024 4:02:14 PM,OK,Unchecked,0,,25.0,°C,,2.110,mL,,60.210,g,,60.2102,g,,1.0,g/mL
20,hcoodusk408,5/25/2024 4:12:18 PM,OK,Unchecked,0,,25.0,°C,,2.107,mL,,60.208,g,,60.2081,g,,1.0,g/mL
21,sasoo408,5/25/2024 4:22:18 PM,OK,Unchecked,0,,25.0,°C,,2.077,mL,,59.608,g,,59.6084,g,,1.0,g/mL
22,rw1dusk408,5/25/2024 4:32:14 PM,OK,Unchecked,0,,25.0,°C,,2.110,mL,,59.783,g,,59.7831,g,,1.0,g/mL
23,b1dusk408,5/25/2024 4:42:12 PM,OK,Unchecked,0,,25.0,°C,,2.078,mL,,60.323,g,,60.3227,g,,1.0,g/mL
24,b3dusk408,5/25/2024 4:52:07 PM,OK,Unchecked,0,,25.0,°C,,2.078,mL,,59.672,g,,59.6721,g,,1.0,g/mL
25,b5dusk408,5/25/2024 5:02:01 PM,OK,Unchecked,0,,25.0,°C,,2.074,mL,,59.770,g,,59.7700,g,,1.0,g/mL
26,p3dusk408,5/25/2024 5:11:55 PM,OK,Unchecked,0,,25.0,°C,,2.098,mL,,59.803,g,,59.8033,g,,1.0,g/mL
27,p5dusk408,5/25/2024 5:21:51 PM,OK,Unchecked,0,,25.0,°C,,2.111,mL,,60.213,g,,60.2127,g,,1.0,g/mL
28,m1dusk408,5/25/2024 5:31:49 PM,OK,Unchecked,0,,25.0,°C,,2.068,mL,,59.914,g,,59.9144,g,,1.0,g/mL
29,m5dusk408,5/25/2024 5:41:45 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,59.797,g,,59.7969,g,,1.0,g/mL
30,hcoo404,5/25/2024 5:51:46 PM,OK,Unchecked,0,,25.0,°C,,2.141,mL,,60.345,g,,60.3453,g,,1.0,g/mL
31,p4dawn404,5/25/2024 6:01:49 PM,OK,Unchecked,0,,25.0,°C,,2.090,mL,,60.035,g,,60.0354,g,,1.0,g/mL
32,p6dawn404,5/25/2024 6:11:52 PM,OK,Unchecked,0,,25.0,°C,,2.078,mL,,59.894,g,,59.8935,g,,1.0,g/mL
SystemInternal5/25/2024 6:34:28 PM,,,,,,,,,,,,,,,,,,1/1,,
