SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2293.962363,59.7734,1,2293.962363
D_20_1_BC,2194.804599,59.8412,2,2193.551141
D_20_2_BC,2146.484683,60.0744,3,2144.034358
D_20_3_BC,2073.033194,59.8848,4,2069.485504
D_20_4_BC,2001.895571,60.0235,5,1997.330245
D_20_5_BC,1978.395652,59.8152,6,1972.759197
N_20_1_BC,2190.232653,59.8961,7,2182.748942
N_20_2_BC,2165.973756,59.7045,8,2157.344379
N_20_3_BC,2171.091048,59.923,9,2161.211225
N_20_4_BC,2246.891812,59.7895,10,2235.395492
N_20_5_BC,2274.036533,59.9517,11,2261.115871
D_20_1_AI,2258.558904,60.1838,12,2244.450926
D_20_2_AI,2286.21022,60.1301,13,2270.640116
D_20_3_AI,2320.492086,59.9943,14,2303.381254
D_20_4_AI,2340.203538,60.0218,15,2321.630495
N_20_1_AI,2310.645026,59.906,16,2291.007816
N_20_2_AI,2288.321468,60.0148,17,2267.589224
N_20_3_AI,2308.430044,59.9182,18,2286.221039
N_20_4_AI,2258.211889,60.1328,19,2235.221044
