"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk",2268.11333027032,59.7972,1,2268.11333027032
"Sump",2207.25688599801,60.4473,2,2205.99631667419
"Tank1",2207.69474831078,60.0293,3,2205.17454882641
"Tank2",2207.05996290178,59.8087,4,2203.28290649065
"Tank3",2205.30943514601,60.1456,5,2200.28022320725
"Tank4",2205.12499726171,60.3265,6,2198.84258986211
"Tank7",2208.29223435819,59.805,7,2200.74681670093
"Tank8",2211.14669852959,60.102,8,2202.33734913306
"Tank9",2207.09799115829,59.9595,9,2197.05431429295
"Tank10",2209.99356546881,59.9315,10,2198.6860372771
"Tank11",2210.94816972872,60.4447,11,2198.3859642189
"Tank12",2213.43662495434,59.7202,12,2199.61050180017
"Tank13",2206.36653642047,59.9135,13,2191.34020359581
"Tank14",2209.62212389618,59.8125,14,2193.3288240603
"Tank15",2211.83290140774,60.3302,15,2194.27867203149
"Tank16",2208.7023156715,60.2672,16,2189.93147446183
"Tank17",2213.66612454956,59.729,17,2193.61025932148
"Tank18",2207.27311111694,60.126,18,2186.03732000829
"Tank19",2210.28343526111,59.8041,19,2187.780549608
"Tank20",2209.74866245403,59.9978,20,2186.01478761704
