"SampleID","TA","Mass","Sample.Index"
"J1",2234.36130011296,59.9896,1
"J2",2210.26486762724,59.6406,2
"J3",2209.05465102976,59.5889,3
"J4",2304.30582638128,59.6886,4
"J5",2321.85790165951,59.6194,5
"J6",2314.62837912238,59.7124,6
"J7",2304.61661088122,59.6792,7
"J8",2302.31053032673,59.7482,8
"J9",2302.14793768861,59.8729,9
"J10",2298.72822805137,59.8623,10
"J11",2299.95108489566,59.5056,11
"J12",2296.85769552642,59.7824,12
"J13",2291.92216780278,59.7124,13
"J14",2295.38865736877,59.6715,14
"J15",2295.4459672527,59.9021,15
"J16",2289.20291652676,59.5086,16
"J17",2291.16746055853,59.8308,17
"J18",2287.64547606814,59.9117,18
"J19",2286.20837849145,59.7623,19
"J20",2286.28510969889,59.8248,20
