"SampleID","TA","Mass","Sample.Index"
"junk1",2299.69388749643,60.2491,1
"junk2",2260.46141477182,60.3654,2
"M1_Nb_2023-08-05",2228.55857202449,59.7944,3
"RW4_N_2023-08-05",2211.38618691456,60.4024,4
"RW6_N_2023-08-05",2215.91191439157,60.0899,5
"B2_N_2023-08-05",2216.07617674108,59.8579,6
"B3_N_2023-08-05",2225.40706672025,60.475,7
"OO_N_2023-08-05",2218.17841854371,60.289,8
"B6_N_2023-08-06",2235.15375121486,60.0403,9
"OO_N_2023-08-06",2208.51037432855,59.8046,10
"M2_D_2023-08-12",2249.59833330295,60.139,11
"P3_D_2023-08-12",2248.48965165076,59.7533,12
"OO_D_2023-8-12",2215.07217207327,59.9562,13
"M2_N_2023-08-13",2207.75604968475,59.9157,14
"P4_N_2023-08-13",2197.07632584784,60.0834,15
"OO_N_2023-08-13",2182.21976279232,60.4884,16
"B2_D_2023-08-14",2190.45549952767,60.1183,17
"M5_D_2023-08-14",2235.31578313958,59.7052,18
"P4_D_2023-08-14",2215.02710185003,59.9564,19
"OO_D_2023-08-14",2167.06380387739,59.834,20
"M3_N_2023-08-15",2218.04679350657,60.2548,21
"OO_N_2023-08-15",2177.61138461193,59.9651,22
"M4_N_2023-08-16",2218.32857861681,60.2143,23
"M6_N_2023-08-16",2222.32270167859,60.4307,24
"P4_N_2023-08-16",2193.78097123965,60.1648,25
"OO_N_2023-08-16",2204.0975740115,60.2183,26
"M6_D_2023-08-17",2232.31035708512,60.4981,27
"OO_D_2023-08-17",2215.98715202088,60.1484,28
"CRM",2231.65528829529,59.5252,29
