"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2369.82293610961,60.0657,1,2369.82293610961
"Junk2",2351.812309682,60.3928,2,2350.46918443375
"Junk3",2361.35202085483,60.3232,3,2358.65641352509
"CRM",2229.09677443128,60.0248,4,2225.28200527937
