"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2381.5607016114,60.1109,1,2381.5607016114
"Junk2",2356.85835261844,60.0458,2,2355.51234556383
"Junk3",2369.75318489232,60.15,3,2367.04798719267
"1hour_Control",2286.38186615342,60.112,4,2282.46906204705
"1hour_Teg1",2284.57378247068,60.2535,5,2279.36380805228
"1hour_Teg2",2293.74986672477,60.3241,6,2287.21496681957
"1hour_Teg3",2286.2261959755,59.7966,7,2278.41448915554
"1hour_Shell",2282.57880403393,60.1171,8,2273.48486457563
"2hour_Control",2253.33722010229,60.2884,9,2243.08312581286
"2hour_Teg1",2290.58007328777,59.5603,10,2278.86022072405
"2hour_Teg2",2256.09063994267,59.9449,11,2243.27194312482
"2hour_Shell",2287.11173639071,59.9056,12,2272.82540527185
"CRM",2227.42932203831,60.0109,13,2212.25954231955
