"SampleID","TA","Mass","Sample.Index"
"Junk1",2418.11369610052,60.2907,1
"Junk2",2350.86565171162,60.3563,2
"CRM3",2215.17094012023,60.3691,3
"PreVarD3_Dil1Rep1",2377.89824280386,60.1504,4
"PreVarD3_Dil1Rep2",2374.62720052729,60.1656,5
"PreVarD3_Dil1Rep3",2379.4350370816,59.7712,6
"PreVarD3_Dil2Rep1",2387.11035670337,60.0737,7
"PreVarD3_Dil2Rep2",2381.12051326698,60.2288,8
"PreVarD3_Dil2Rep3",2384.9307317595,59.9309,9
"PreVarD3_Dil3Rep1",2367.16043240536,60.0641,10
"PreVarD3_Dil3Rep2",2369.64370149427,60.3526,11
"PreVarD3_Dil3Rep3",2365.39238754358,60.0603,12
"PreVarD3_Dil4Rep1",2368.20428767567,60.1483,13
"PreVarD3_Dil4Rep2",2366.95995441326,59.7867,14
"PreVarD3_Dil4Rep3",2358.72301716638,60.0681,15
"PreVarD3_Dil5Rep1",2391.79098622105,60.0648,16
"PreVarD3_Dil5Rep2",2382.77617125442,60.2194,17
"PreVarD3_Dil5Rep3",2390.75829656942,59.9948,18
"PreVarD3_Dil6Rep1",2384.94558160308,60.2373,19
"PreVarD3_Dil6Rep2",2397.6328762211,59.9115,20
"PreVarD3_Dil6Rep3",2391.74299380156,60.3195,21
"PreVarD3_Dil7Rep1",2401.27277883051,59.77,22
"PreVarD3_Dil7Rep2",2413.39422371313,60.3702,23
"PreVarD3_Dil7Rep3",2407.74913339223,60.0026,24
"PreVarD3_Dil8Rep1",2424.55251682187,60.284,25
"PreVarD3_Dil8Rep2",2435.68364825438,60.3749,26
"PreVarD3_Dil8Rep3",2428.11794785568,60.138,27
"PreVarD3_Dil9Rep1",2474.68109090655,59.8453,28
"PreVarD3_Dil9Rep2",2469.52949870684,60.1219,29
"PreVarD3_Dil9Rep3",2475.67942963098,59.9633,30
